,analysis_group,rf_prob_unmed,rf_prob_control,rf_dist_to_control,rf_dist_to_unmed,rf_relative_position,lr_prob_unmed,lr_prob_control,lr_dist_to_control,lr_dist_to_unmed,lr_relative_position,xgb_prob_unmed,xgb_prob_control,xgb_dist_to_control,xgb_dist_to_unmed,xgb_relative_position
1366,0,0.20027595119311659,0.7997240488068834,0.06739954810472032,0.41108540207204725,0.14086033025661682,0.5661500095118819,0.4338499904881181,0.2587161879427826,0.12748248422416686,0.6699043952977198,0.04162948,0.9583705,0.029295018,0.94279027,0.030136263
1367,0,0.12223076818231933,0.8777692318176806,0.010645634906076937,0.4891305850828445,-0.02224863060404324,0.2659253765853296,0.7340746234146704,0.041508444983769655,0.42770711715071913,-0.10747951242521622,0.006961395,0.9930386,0.0053730654,0.97745836,-0.00552736
1370,0,0.10738771954860418,0.8926122804513958,0.025488683539792084,0.5039736337165597,-0.05326956162440585,0.8578967698666179,0.1421032301333821,0.5504629482975186,0.16426427613056915,1.4253362012067186,0.009029957,0.99097,0.0033045039,0.9753898,-0.003399397
1372,0,0.10515424630928141,0.8948457536907186,0.027722156779114854,0.5062071069558824,-0.0579373641090977,0.6817804669531774,0.3182195330468226,0.37434664538407814,0.011852026782871339,0.9693110628362082,0.01861812,0.9813819,0.0062836595,0.96580166,0.006464103
1373,0,0.11507928323892785,0.8849207167610722,0.017797119849468412,0.496282070026236,-0.037194732755739944,0.14441362224906823,0.8555863777509318,0.16302019932003103,0.5492188714869806,-0.4221148622943975,0.0053164596,0.99468356,0.007018001,0.9791033,-0.007219532
1375,0,0.08490265411498442,0.9150973458850156,0.04797374897341185,0.5264586991501794,-0.10026177198611746,0.5725796520567532,0.4274203479432468,0.26514583048765394,0.12105284167929553,0.6865529314223905,0.006983552,0.9930164,0.0053509083,0.9774362,-0.0055045667
1377,0,0.17724939372050275,0.8227506062794973,0.04437299063210648,0.4341119595446611,0.09273643949661046,0.7089184241001937,0.2910815758998063,0.4014846025310944,0.01528593036414494,1.0395804839990155,0.010618553,0.98938143,0.0017159078,0.9738012,-0.0017651824
1379,0,0.10348434953498517,0.8965156504650148,0.029392053553411096,0.5078770037301786,-0.06142733129339332,0.47417586446983817,0.5258241355301618,0.1667420429007389,0.21945662926621057,0.4317519839339534,0.0034193192,0.99658066,0.008915141,0.9810004,-0.009171152
1382,0,0.10418216999058443,0.8958178300094156,0.02869423309781184,0.5071791832745794,-0.05996893546434695,0.2902937780264956,0.7097062219735044,0.017140043542603678,0.40333871570955315,-0.04438141500184709,0.0075567295,0.99244326,0.004777731,0.976863,-0.0049149296
1383,0,0.16543934473464095,0.834560655265359,0.03256294164624468,0.4459220085305229,0.06805426510115918,0.0820526740306606,0.9179473259693394,0.22538114753843866,0.6115798197053881,-0.5835886132746951,0.0060961605,0.9939038,0.0062383,0.9783236,-0.0064174407
1384,0,0.10831434564922235,0.8916856543507776,0.024562057439173918,0.5030470076159415,-0.05133297803849403,0.2814694567157533,0.7185305432842467,0.025964364853345967,0.41216303702029544,-0.06723059068965896,0.005799595,0.9942004,0.0065348656,0.9786202,-0.006722523
1385,0,0.10244234012637848,0.8975576598736215,0.030434062962017783,0.5089190131387853,-0.06360505790364873,0.21404306257668115,0.7859569374233188,0.09339075899241811,0.4795894311593676,-0.24182050774127548,0.009694106,0.9903059,0.0026403544,0.97472566,-0.0027161757
1386,0,0.17218484144382326,0.8278151585561767,0.039308438355426994,0.43917651182134054,0.08215188030659105,0.11672139103882807,0.8832786089611719,0.1907124305302712,0.5769111026972207,-0.49381948793399344,0.050891556,0.9491084,0.038557097,0.9335282,0.039664313
